;make;address;all;3d;our;over;remove;internet;order;mail;receive;will;people;report;addresses;free;business;email;you;credit;your;font;000;money;hp;hpl;george;650;lab;labs;telnet;857;data;415;85;technology;1999;parts;pm;direct;cs;meeting;original;project;re;edu;table;conference;";";(;[;!;$;#;capital_run_length_average;capital_run_length_longest;capital_run_length_total;spa
0;0.0;0.19571865443425077;0.28193832599118945;0.0;0.108843537414966;0.0;0.0;0.0;0.0;0.0;0.0;0.15609756097560978;0.0;0.0;0.0;0.09815950920245399;0.0;0.57847533632287;0.2640218878248974;0.0;0.18250950570342206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2957050551121247;0.0;0.0;0.06303751143641353;0.08982035928143713;0.09093915343915344;1.0
1;0.16666666666666666;0.08562691131498472;0.22026431718061673;0.0;0.04761904761904762;0.23140495867768598;0.10714285714285714;0.04320987654320988;0.0;0.35471698113207545;0.20588235294117646;0.19268292682926833;0.4513888888888889;0.14093959731543623;0.08695652173913043;0.04294478527607363;0.030172413793103453;0.12556053811659193;0.47469220246238036;0.0;0.3022813688212928;0.0;0.26543209876543206;0.3282442748091603;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036458333333333336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12815533980582525;0.0;0.14139110604332955;0.20134228187919462;0.06290956749672345;0.09409881061299176;0.1497005988023952;0.33895502645502645;1.0
2;0.047619047619047616;0.0;0.31277533039647576;0.0;0.41836734693877553;0.15702479338842976;0.09693877551020408;0.07407407407407407;0.48120300751879697;0.09433962264150944;0.37254901960784315;0.10975609756097562;0.08333333333333333;0.0;1.0;0.018404907975460124;0.02586206896551724;0.4618834080717489;0.186046511627907;0.12598425196850394;0.09695817490494298;0.0;0.7160493827160492;0.045801526717557245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03797468354430379;0.0;0.0;0.1081081081081081;0.0;0.014423076923076922;0.014423076923076922;0.0;0.0;0.015503875968992248;0.13883495145631067;0.0;0.10490307867730903;0.2058165548098434;0.01310615989515072;0.2017612076852699;0.7245508982035929;0.746031746031746;1.0
3;0.0;0.0;0.0;0.0;0.2142857142857143;0.0;0.15816326530612246;0.38888888888888884;0.23308270676691728;0.23773584905660378;0.30392156862745096;0.07560975609756099;0.2152777777777778;0.0;0.0;0.0950920245398773;0.0;0.0;0.43502051983584133;0.0;0.05893536121673004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13300970873786408;0.0;0.05207145572025847;0.0;0.0;0.05802836230558097;0.058383233532934134;0.062169312169312166;1.0
4;0.0;0.0;0.0;0.0;0.2142857142857143;0.0;0.15816326530612246;0.38888888888888884;0.23308270676691728;0.23773584905660378;0.30392156862745096;0.07560975609756099;0.2152777777777778;0.0;0.0;0.0950920245398773;0.0;0.0;0.43502051983584133;0.0;0.05893536121673004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13106796116504854;0.0;0.05131128848346637;0.0;0.0;0.05802836230558097;0.058383233532934134;0.062169312169312166;1.0
5;0.0;0.0;0.0;0.0;0.6292517006802721;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21650485436893205;0.0;0.0;0.0;0.0;0.04574565416285453;0.020958083832335328;0.016865079365079364;1.0
6;0.0;0.0;0.0;0.0;0.6530612244897959;0.0;0.0;0.0;0.0;0.24150943396226415;0.9411764705882353;0.31219512195121957;0.0;0.0;0.0;0.294478527607362;0.0;0.14349775784753363;0.5266757865937073;0.0;0.12167300380228138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05242718446601941;0.0;0.062333713416951736;0.060402684563758385;0.0;0.015347666971637695;0.004491017964071856;0.036044973544973546;1.0
7;0.0;0.0;0.0;0.0;0.6394557823129251;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999998;0.0;0.0;0.0;0.0;0.033165599268069536;0.014970059880239521;0.01521164021164021;1.0
8;0.11904761904761904;0.0;0.20264317180616742;0.0;0.20748299319727892;0.0;0.15306122448979592;0.0;0.6917293233082706;0.28679245283018867;0.7450980392156863;0.22439024390243906;0.0;0.0;0.0;0.0;0.0;0.06726457399103139;0.16826265389876882;1.0;0.3802281368821293;0.0;0.0;0.11450381679389313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06382978723404255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27027027027027023;0.0;0.0;0.0;0.0;0.0;0.0;0.2631067961165049;0.0;0.06879513492968453;0.22706935123042507;0.028833551769331583;0.2;0.6646706586826348;0.4146825396825397;1.0
9;0.047619047619047616;0.03669724770642201;0.3392070484581498;0.0;0.06462585034013606;0.2644628099173554;0.19387755102040816;0.0;0.045112781954887216;0.0;0.0;0.15609756097560978;0.1736111111111111;0.0;0.07453416149068322;0.0;0.0;0.05381165919282511;0.22845417236662108;0.023622047244094488;0.13498098859315588;0.0;0.11728395061728394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.029411764705882353;0.0;0.0;0.0;0.0;0.06201550387596899;0.029126213592233007;0.0;0.09274040288863551;0.09060402684563759;0.0;0.01667429094236048;0.06287425149700598;0.2466931216931217;1.0
10;0.0;0.0;0.0;0.0;0.0;0.0;0.4897959183673469;0.0;0.0;0.7245283018867924;0.9411764705882353;0.0;0.0;0.0;0.0;0.0;0.0;0.43049327354260086;0.5253077975376197;0.0;0.18250950570342206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6075949367088607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1755986316989738;0.0;0.0;0.007136322049405308;0.0074850299401197605;0.005952380952380952;1.0
11;0.0;0.0;0.11013215859030837;0.0;0.1292517006802721;0.2066115702479339;0.12755102040816327;0.0;0.0;0.0;0.11764705882352941;0.02926829268292683;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.15868673050615595;0.0;0.14638783269961977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.034108527131782945;0.04271844660194175;0.0;0.2519954389965793;0.0;0.0;0.005558096980786828;0.014970059880239521;0.059854497354497355;1.0
12;0.0;0.2110091743119266;0.14977973568281938;0.0;0.11564625850340136;0.0;0.0;0.0;0.0;0.0;0.0;0.16829268292682928;0.0;0.0;0.0;0.10429447852760737;0.0;0.6233183856502241;0.2859097127222982;0.0;0.19771863117870725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05436893203883495;0.0;0.29874572405929306;0.0;0.0;0.062397072278133583;0.08982035928143713;0.08531746031746032;1.0
13;0.0;0.0;0.0;0.0;0.30612244897959184;0.0;0.45918367346938777;0.0;0.0;0.339622641509434;0.8823529411764706;0.0;0.625;0.0;0.0;0.0;0.0;0.0;0.372093023255814;0.0;0.1711026615969582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024771271729185734;0.008982035928143712;0.007275132275132275;1.0
14;0.0;0.0;0.6255506607929515;0.0;0.24149659863945577;0.2892561983471074;0.0;0.21604938271604934;0.0;0.2679245283018868;0.0;0.08536585365853659;0.0;0.0;0.0;1.0;0.0;0.0;0.439124487004104;0.0;0.5418250950570342;0.0;0.21604938271604934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09902912621359222;0.0;0.13568985176738882;0.0;0.0;0.022209515096065877;0.0344311377245509;0.0667989417989418;1.0
15;0.0;0.12844036697247707;0.18502202643171806;0.0;0.4319727891156463;0.0;0.21428571428571427;0.0;0.0;0.47924528301886793;0.0;0.0;0.0;0.0;0.0;0.3895705521472393;0.0;0.0;0.23255813953488372;0.1653543307086614;0.2414448669201521;0.0;0.0;0.32061068702290074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6614583333333334;0.0;0.0;0.26582278481012656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06116504854368932;0.0;0.21740782972253897;0.07046979865771812;0.0;0.10656450137236963;0.08083832335329341;0.08134920634920635;1.0
16;0.0;0.0;0.0;0.0;0.31972789115646255;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25718194254445964;0.0;0.5380228136882129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16267578867350818;0.0;0.0;0.08353156450137238;0.04491017964071856;0.03439153439153439;1.0
17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4011406844106464;0.0;0.4320987654320987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7506651463321932;0.41387024608501116;0.0;0.7882204940530649;0.1407185628742515;0.15145502645502645;1.0
18;0.0;0.0;0.24229074889867844;0.0;0.3775510204081633;0.0;0.09183673469387756;0.0;0.0;0.0;0.0;0.0;0.638888888888889;0.0;0.11180124223602483;0.0;0.15948275862068967;0.16591928251121077;0.43091655266757867;0.0;0.1749049429657795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17669902912621357;0.0;0.17293804637020146;0.0;0.0;0.007319304666056726;0.004491017964071856;0.022156084656084655;1.0
